Recipient_ID,Gender,age,income,Credit_Score,Education_Level,Region,Telephone_No
1008102,Sex Not Available,65-74,3420,844,2,south,4384582935
1008103,Male,45-54,10200,797,1,North,1715933569
1008104,Female,25-34,6360,533,1,central,4417498777
1008105,Male,45-54,7740,817,1,south,4589244994
1008106,Male,55-64,4320,549,1,North,2165285154
1008107,Female,25-34,3000,631,2,south,8898964218
1008108,Male,55-64,6420,623,1,south,8753345046
1008109,Male,45-54,12060,725,3,North,9818312225
1008110,Male,35-44,15900,871,1,North,4910466116
1008111,Joint,45-54,22740,596,3,North,2166407631
1008112,Sex Not Available,55-64,12420,703,3,south,9456403218
1008113,Male,>74,6300,556,1,North,8371521139
1008114,Male,45-54,4920,893,2,south,4719313570
1008115,Female,35-44,5220,743,3,North,2482132546
1008116,Joint,35-44,7140,814,1,south,7898518517
1008117,Female,35-44,3300,632,1,North,8658888056
1008118,Sex Not Available,65-74,1980,618,3,south,6677665937
1008119,Female,45-54,2760,773,1,central,6651965662
1008120,Joint,25-34,13500,890,1,North,7998417397
1008121,Joint,35-44,10980,603,3,central,7870834045
1008122,Male,45-54,4380,807,3,south,6021940393
1008123,Female,55-64,6120,797,3,North,9256032646
1008124,Joint,55-64,4860,805,2,North,7787092264
1008125,Joint,55-64,9120,774,1,North-East,7483665376
1008126,Joint,45-54,7920,669,1,North,8676718508
1008127,Female,25-34,2820,882,1,North,7316795097
1008128,Male,35-44,,664,2,North,3159511833
1008129,Sex Not Available,35-44,3600,655,2,south,7964463512
1008130,Female,45-54,3960,591,1,North,6648201606
1008131,Female,65-74,1800,637,2,North,9412393025
1008132,Male,35-44,8580,679,1,south,5766019437
1008133,Male,55-64,22800,898,3,North,9333415243
1008134,Joint,45-54,8700,684,2,North,3421736024
1008135,Female,55-64,6840,765,1,North,9412442179
1008136,Male,65-74,3300,710,3,North,9540013879
1008137,Female,45-54,10740,618,1,south,7400111139
1008138,Joint,35-44,5400,752,3,south,7549886255
1008139,Male,65-74,5040,754,2,North,8638920846
1008140,Sex Not Available,45-54,3960,603,3,south,7825001074
1008141,Sex Not Available,65-74,2520,747,1,south,3872877133
1008142,Male,>74,2400,644,3,south,5880121798
1008143,Male,55-64,2280,555,2,North,1349759202
1008144,Female,>74,2940,659,2,North,1852698421
1008145,Male,35-44,8280,649,1,North,4118390988
1008146,Male,35-44,2940,689,3,south,9256371497
1008147,Female,45-54,9720,653,2,North,5134448445
1008148,Joint,55-64,8880,567,1,North,1869969641
1008149,Sex Not Available,55-64,7620,816,1,south,3357424063
1008150,Sex Not Available,>74,3000,681,1,south,5091149244
1008151,Joint,25-34,3900,734,2,south,1502093992
1008152,Female,55-64,2940,885,1,south,5021856985
1008153,Female,35-44,7140,671,3,North,4897205927
1008154,Sex Not Available,45-54,1860,538,2,south,5949260547
1008155,Joint,25-34,12840,740,1,North,3153673503
1008156,Joint,45-54,2700,855,1,North,9614254399
1008157,Male,25-34,2760,588,2,North,6563221053
1008158,Male,25-34,4680,526,2,North,4290232830
1008159,Male,35-44,5520,531,2,North,2484478168
1008160,Male,35-44,4380,631,1,North,9471477297
1008161,Joint,45-54,7500,762,2,North,1526728654
1008162,Female,55-64,3900,580,2,North,2488194122
1008163,Female,65-74,2340,552,1,North,5080399110
1008164,Joint,45-54,4980,785,3,south,9671302137
1008165,Sex Not Available,35-44,5820,820,1,south,2114277873
1008166,Male,55-64,8400,502,2,North,8987357827
1008167,Joint,25-34,6960,551,3,central,7865951439
1008168,Sex Not Available,45-54,5040,542,2,south,7470802940
1008169,Joint,55-64,12000,861,1,central,4757421012
1008170,Joint,35-44,14580,510,2,south,3202648474
1008171,Sex Not Available,35-44,4800,744,2,south,3433662733
1008172,Male,25-34,8880,835,1,North,8249080246
1008173,Sex Not Available,65-74,240,708,2,south,5164329535
1008174,Female,25-34,3420,872,3,North,3809242466
1008175,Male,65-74,2640,808,1,south,5179355041
1008176,Male,55-64,4560,862,2,North,9332881237
1008177,Sex Not Available,>74,5880,635,3,south,2747731281
1008178,Joint,45-54,9780,569,3,central,6923108433
1008179,Joint,35-44,13080,677,3,south,6965157591
1008180,Male,55-64,6720,859,2,North,9694480375
1008181,Male,25-34,21600,764,1,North,3536292232
1008182,Sex Not Available,55-64,11640,789,3,south,8379992568
1008183,Male,55-64,,840,2,North,5595640714
1008184,Male,45-54,,818,1,south,3112018902
1008185,Sex Not Available,55-64,5580,838,3,south,5857318505
1008186,Female,55-64,5640,512,1,central,5826094195
1008187,Joint,35-44,7680,593,3,North,1831554430
1008188,Female,45-54,4620,796,3,North,8483209678
1008189,Female,55-64,7980,896,2,North,1326644925
1008190,Sex Not Available,65-74,7740,865,3,south,8272022382
1008191,Joint,55-64,5460,584,3,North,7928567524
1008192,Male,55-64,6840,744,2,North,7592013114
1008193,Male,35-44,7500,662,2,North,4041539898
1008194,Joint,55-64,8580,574,1,North,1617051176
1008195,Male,25-34,6180,539,2,south,4192133043
1008196,Sex Not Available,45-54,9420,716,3,south,2112021185
1008197,Sex Not Available,45-54,3780,740,2,south,7237128981
1008198,Sex Not Available,65-74,1980,811,3,south,9621475030
1008199,Sex Not Available,65-74,5040,678,1,south,9576641896
1008200,Joint,45-54,,830,2,south,8141442450
1008201,Female,25-34,1620,752,2,North,6983576932
1008202,Joint,25-34,5100,551,1,North,6063813225
1008203,Male,55-64,2400,791,1,North,1895416441
1008204,Male,25-34,5880,535,3,North,1152546953
1008205,Sex Not Available,45-54,,823,1,south,6155361940
1008206,Sex Not Available,45-54,9780,868,3,south,2401101542
1008207,Joint,25-34,5880,569,3,central,2118420776
1008208,Female,55-64,3120,741,2,central,6444681242
1008209,Joint,25-34,14520,595,3,North,6448999388
1008210,Male,55-64,1740,700,3,North,7475505421
1008211,Female,>74,5940,755,2,North,9387769462
1008212,Male,45-54,5880,552,1,south,4640326988
1008213,Joint,>74,3000,788,2,North,3964826436
1008214,Female,25-34,5460,725,3,south,7451139628
1008215,Male,35-44,3960,645,2,North,6361066434
1008216,Joint,35-44,51540,773,1,North,8400237796
1008217,Male,55-64,11400,638,3,North,1164124310
1008218,Sex Not Available,55-64,10800,645,3,south,6378031800
1008219,Joint,45-54,,776,2,central,7027070123
1008220,Joint,65-74,9420,757,3,central,2518051749
1008221,Sex Not Available,55-64,8820,566,3,south,2290966954
1008222,Male,>74,7560,852,2,North,5820687916
1008223,Female,55-64,720,883,1,North,7467123017
1008224,Sex Not Available,55-64,3360,546,3,south,6365217798
1008225,Male,45-54,8280,663,1,North,9644551406
1008226,Sex Not Available,65-74,2880,801,2,south,2685916923
1008227,Joint,>74,13620,771,3,North,8574788502
1008228,Female,35-44,6240,628,1,south,3319053983
1008229,Sex Not Available,45-54,8280,538,1,south,9086128776
1008230,Male,45-54,5760,846,2,North,4786885233
1008231,Male,45-54,3660,840,1,North,3232650530
1008232,Male,45-54,6600,588,3,central,4356616236
1008233,Female,25-34,3600,873,2,North,7667087688
1008234,Joint,>74,5040,790,3,North,5118100033
1008235,Sex Not Available,35-44,9600,681,1,south,6359203581
1008236,Joint,35-44,13740,617,2,south,1529703364
1008237,Female,35-44,8640,843,3,North,1754661322
1008238,Joint,35-44,3600,726,3,North,5242610711
1008239,Female,35-44,5760,797,1,North,2861017218
1008240,Female,55-64,1320,501,2,North,8897049372
1008241,Female,65-74,,767,2,North,2965305803
1008242,Joint,65-74,3480,759,1,south,5155058755
1008243,Sex Not Available,>74,2400,677,1,south,3789101112
1008244,Joint,45-54,4320,637,3,North,7525410740
1008245,Sex Not Available,65-74,2640,717,1,south,7676309862
1008246,Joint,45-54,7920,656,2,North,7305822804
1008247,Joint,35-44,7620,784,1,south,1522679940
1008248,Joint,45-54,11100,573,1,North,2954542355
1008249,Joint,35-44,12360,634,1,North,7169510680
1008250,Male,25-34,10200,639,2,south,8153998337
1008251,Joint,65-74,3060,578,3,North,8891647594
1008252,Male,45-54,7260,519,1,North,1831452423
1008253,Joint,45-54,5760,764,1,south,3493049803
1008254,Female,55-64,1980,675,2,North,2154295487
1008255,Female,45-54,4500,599,2,south,3965995818
1008256,Male,25-34,8880,513,2,south,4604003568
1008257,Male,55-64,2160,729,1,North,8066053349
1008258,Joint,45-54,18420,567,1,North,2436766593
1008259,Sex Not Available,45-54,11760,533,2,south,9260663743
1008260,Sex Not Available,>74,9960,811,1,south,9230644014
1008261,Female,45-54,7620,753,3,North,6194413993
1008262,Male,55-64,15480,814,1,North,8172690853
1008263,Male,35-44,10200,755,2,south,1504625009
1008264,Male,<25,6000,717,3,North,7277002465
1008265,Joint,55-64,8100,693,1,North,3613680925
1008266,Female,65-74,7020,772,3,south,8986265077
1008267,Female,45-54,6600,596,2,North,1141556601
1008268,Sex Not Available,65-74,2280,674,2,south,6117610111
1008269,Female,>74,1560,749,3,North,9934083067
1008270,Sex Not Available,35-44,2940,849,2,south,5631850668
1008271,Female,35-44,11280,620,3,North,4879170444
1008272,Male,65-74,35340,581,2,North,3196945244
1008273,Sex Not Available,35-44,7200,603,1,south,7707576941
1008274,Joint,55-64,12300,852,2,central,5839920929
1008275,Male,55-64,3600,780,1,North,8115955411
1008276,Female,55-64,6600,552,2,North,9861192068
1008277,Sex Not Available,35-44,3120,539,3,south,7126317324
1008278,Male,35-44,6480,613,3,south,6092491114
1008279,Sex Not Available,35-44,5760,506,1,south,6035059854
1008280,Male,35-44,5580,777,2,North,7889942022
1008281,Male,45-54,13200,826,3,North,1293393677
1008282,Female,35-44,4980,731,3,North,5987353643
1008283,Male,35-44,0,663,1,North,9151819504
1008284,Sex Not Available,45-54,,897,3,south,7078579867
1008285,Sex Not Available,>74,4500,620,3,south,1988738243
1008286,Joint,25-34,7200,617,1,central,3569274306
1008287,Sex Not Available,35-44,2400,887,2,south,1268272675
1008288,Male,45-54,,867,3,North,2092245533
1008289,Joint,45-54,6000,542,2,south,3263643868
1008290,Female,55-64,5460,646,2,south,5983413889
1008291,Female,45-54,4980,534,3,North,4675817413
1008292,Joint,45-54,1380,593,3,south,8648684208
1008293,Female,55-64,3300,742,3,central,8633971835
1008294,Sex Not Available,25-34,6840,615,2,south,2908887165
1008295,Female,65-74,3840,824,1,south,4206959923
1008296,Male,<25,2520,843,1,south,3377528821
1008297,Female,45-54,6240,607,1,North,6125734149
1008298,Sex Not Available,55-64,,616,3,south,1958030797
1008299,Male,35-44,4320,597,2,North-East,8787886000
1008300,Sex Not Available,45-54,13500,580,3,south,8961133848
1008301,Male,25-34,6420,835,1,south,2167169425
1008302,Joint,45-54,5100,673,1,central,6370307312
1008303,Joint,25-34,5100,709,2,North,3649631135
1008304,Female,45-54,2700,690,2,south,1781529480
1008305,Male,55-64,7860,611,2,North,1668227628
1008306,Joint,35-44,14040,517,2,south,5058945504
1008307,Female,45-54,4080,671,2,south,6242751883
1008308,Joint,65-74,5820,525,2,North,9172026115
1008309,Sex Not Available,45-54,6900,873,3,south,5879407991
1008310,Joint,25-34,3360,811,1,south,6739282269
1008311,Sex Not Available,55-64,3840,741,3,south,3570656703
1008312,Male,65-74,,784,2,central,7850743411
1008313,Joint,25-34,4920,696,2,central,3469057033
1008314,Sex Not Available,35-44,6180,538,2,south,5229750553
1008315,Joint,35-44,3120,656,1,North,6154688104
1008316,Male,35-44,2280,836,3,North,6059399534
1008317,Joint,35-44,10500,740,3,North,1273068825
1008318,Joint,25-34,9000,563,1,south,7661283412
1008319,Sex Not Available,65-74,2640,713,1,south,9463925476
1008320,Male,65-74,2760,689,1,south,8935104201
1008321,Sex Not Available,45-54,0,507,2,south,9001182694
1008322,Male,35-44,720,507,3,North,1800011814
1008323,Female,65-74,4020,532,2,North,9910030508
1008324,Sex Not Available,45-54,10020,866,1,south,3379732652
1008325,Joint,35-44,13740,857,1,North,6911287677
1008326,Joint,35-44,15900,614,1,south,3742963522
1008327,Joint,35-44,11100,785,1,North,9393857262
1008328,Female,35-44,3300,566,1,North,7426558430
1008329,Female,35-44,4200,561,2,central,5870485164
1008330,Joint,45-54,7860,851,3,North,5405368855
1008331,Male,35-44,8280,815,2,south,7488771052
1008332,Sex Not Available,55-64,7740,770,1,south,2634481491
1008333,Joint,45-54,8760,658,3,central,6778866674
1008334,Joint,45-54,,867,2,south,6820295436
1008335,Male,25-34,4260,749,2,south,8452472879
1008336,Male,<25,3360,701,2,North,6041162221
1008337,Joint,35-44,30000,693,3,south,1763143287
1008338,Joint,55-64,0,624,1,North,8573527544
1008339,Female,35-44,4320,555,1,North,2074321829
1008340,Female,45-54,7080,553,3,North,1165153350
1008341,Joint,55-64,8760,694,3,North,5696476903
1008342,Joint,25-34,3780,603,3,south,2899458503
1008343,Female,35-44,5400,512,2,North,1197089680
1008344,Joint,55-64,11100,593,1,North,1162592273
1008345,Male,>74,3300,738,2,North,9267998195
1008346,Male,35-44,,732,3,North,9096402438
1008347,Male,65-74,16380,543,3,North,5978436231
1008348,Female,45-54,5460,634,1,North,9762016788
1008349,Sex Not Available,45-54,3660,598,1,south,2356977948
1008350,Male,65-74,1320,891,1,North,2819136180
1008351,Sex Not Available,35-44,4080,873,3,south,2262570985
1008352,Male,25-34,4860,632,2,North,7213787161
1008353,Joint,25-34,11520,770,3,North,2612422018
1008354,Male,65-74,5100,734,2,North,4406787769
1008355,Male,55-64,14220,854,3,North,5218182955
1008356,Sex Not Available,35-44,,572,1,south,3290376150
1008357,Joint,45-54,6780,690,1,North,5054432197
1008358,Male,45-54,11280,612,2,North,1535030165
1008359,Female,65-74,1440,617,1,North,4019539012
1008360,Male,35-44,2880,808,3,North,8758158116
1008361,Sex Not Available,55-64,2520,743,2,south,8015325599
1008362,Joint,65-74,,525,1,North,7245729919
1008363,Sex Not Available,65-74,7020,834,2,North,2841019030
1008364,Sex Not Available,55-64,14400,785,1,south,9433456658
1008365,Joint,45-54,10020,719,3,North,6094221982
1008366,Joint,35-44,5820,684,3,south,4090538390
1008367,Joint,45-54,5100,815,1,south,3357107318
1008368,Male,45-54,13800,639,3,south,1724394188
1008369,Joint,45-54,20460,622,3,North,1947272026
1008370,Female,55-64,8340,534,2,south,3271412097
1008371,Female,45-54,15540,754,2,south,2570408212
1008372,Sex Not Available,55-64,,634,1,south,1267450999
1008373,Joint,25-34,,719,3,south,6504923746
1008374,Joint,35-44,3540,570,3,south,4723259225
1008375,Female,45-54,5040,517,3,North,3443780880
1008376,Sex Not Available,>74,,563,3,south,3652456125
1008377,Joint,55-64,20040,812,2,North,9781441570
1008378,Joint,45-54,7680,630,1,North,7708232468
1008379,Male,35-44,8220,763,3,central,9505420721
1008380,Male,55-64,8760,719,3,central,6728327591
1008381,Joint,45-54,13920,718,1,south,5355692484
1008382,Joint,55-64,10260,876,3,North,8028832922
1008383,Joint,45-54,7080,861,3,south,2372098752
1008384,Female,35-44,5700,759,2,south,1312542496
1008385,Sex Not Available,35-44,9840,727,1,North,6079318971
1008386,Female,25-34,1260,561,1,North,2326544967
1008387,Female,25-34,3780,869,1,North,7566869400
1008388,Male,35-44,2400,680,2,south,6169354246
1008389,Female,35-44,6960,734,1,south,5967168406
1008390,Joint,65-74,4560,603,3,North,1793760171
1008391,Sex Not Available,35-44,5880,855,3,south,5799555067
1008392,Male,55-64,37200,823,2,south,8587222711
1008393,Joint,45-54,10440,740,3,North,1458404867
1008394,Male,65-74,3540,562,3,North,5732322495
1008395,Sex Not Available,45-54,16200,853,2,south,5445527122
1008396,Joint,25-34,,661,1,North,1327929625
1008397,Male,25-34,10200,665,1,North,7458198523
1008398,Joint,45-54,6660,639,3,North,8462034059
1008399,Sex Not Available,55-64,4020,536,1,south,3308390713
1008400,Male,55-64,5760,781,3,North,6887861199
1008401,Male,35-44,9300,609,2,south,2708794443
1008402,Male,25-34,3240,855,3,south,8350063971
1008403,Female,65-74,6060,768,2,North,1636524358
1008404,Joint,35-44,8760,735,3,south,6209024244
1008405,Male,65-74,3960,536,2,North,6093339382
1008406,Female,45-54,1500,652,2,North,6372815078
1008407,Joint,25-34,12960,711,1,North,4527966414
1008408,Female,35-44,3240,695,3,North,2349314047
1008409,Joint,55-64,7200,870,3,North,1069060899
1008410,Joint,35-44,8220,536,1,North,9638465643
1008411,Female,65-74,2100,562,2,North,2519180752
1008412,Sex Not Available,55-64,7380,689,3,south,6198231058
1008413,Joint,45-54,20280,811,2,south,2469731330
1008414,Sex Not Available,55-64,20040,830,1,south,4407039897
1008415,Male,45-54,10500,886,1,North,2275194971
1008416,Male,55-64,2700,733,2,North,7743367766
1008417,Female,>74,5640,743,2,North,6054095478
1008418,Male,65-74,3360,781,1,North,1806706502
1008419,Female,25-34,12120,565,2,North,2392395929
1008420,Sex Not Available,35-44,6420,592,1,south,4069068819
1008421,Sex Not Available,65-74,6480,587,3,south,2222707692
1008422,Joint,25-34,8340,607,1,North,8754232794
1008423,Female,35-44,2760,545,2,North,7456227272
1008424,Joint,55-64,10380,721,3,North,8722486105
1008425,Joint,35-44,6120,579,3,North,2156057458
1008426,Sex Not Available,25-34,10920,577,2,south,7560863053
1008427,Sex Not Available,55-64,3720,557,3,south,8839592833
1008428,Male,55-64,4740,531,1,North,2312931785
1008429,Joint,25-34,,707,3,North,9912112429
1008430,Male,<25,8580,514,1,North,6138271392
1008431,Female,45-54,6300,776,3,south,1377097574
1008432,Sex Not Available,55-64,8160,519,3,south,8456504782
1008433,Joint,65-74,8580,612,2,North,2065511463
1008434,Female,55-64,4500,674,3,North,3084782870
1008435,Male,35-44,7140,790,2,south,2322635384
1008436,Joint,45-54,7320,791,1,North,5812547976
1008437,Male,35-44,11400,515,1,North,1598097832
1008438,Female,45-54,4560,671,2,North-East,7119252546
1008439,Joint,45-54,10620,775,3,central,1399684348
1008440,Male,55-64,5160,675,3,North,9605807119
1008441,Sex Not Available,65-74,4440,561,3,south,3495831711
1008442,Joint,35-44,14460,668,3,central,5650950183
1008443,Female,65-74,2100,782,2,south,4865016500
1008444,Sex Not Available,35-44,4380,526,3,south,8752726112
1008445,Male,>74,1440,693,3,North,3373664765
1008446,Sex Not Available,65-74,,825,1,south,9345020309
1008447,Joint,55-64,9120,594,3,North,6079836951
1008448,Sex Not Available,25-34,1260,506,1,south,3878320347
1008449,Male,55-64,14400,597,2,North,2886796923
1008450,Female,25-34,,882,3,North,5234950149
1008451,Joint,55-64,5580,571,3,North,3487740073
1008452,Joint,55-64,8820,892,3,south,8806387213
1008453,Male,<25,3720,855,1,North,1951447026
1008454,Female,55-64,3840,756,2,central,7581159631
1008455,Sex Not Available,55-64,7920,613,1,south,6080209053
1008456,Female,55-64,4200,700,3,North,1942615424
1008457,Male,65-74,10920,768,3,North,2830962300
1008458,Female,65-74,5400,552,2,central,8754337386
1008459,Female,25-34,,659,2,North,1663408404
1008460,Joint,55-64,8880,808,1,south,9252332013
1008461,Sex Not Available,65-74,3960,603,3,south,2581405381
1008462,Female,45-54,23880,654,3,North-East,6415332628
1008463,Joint,35-44,,861,3,North,7432148252
1008464,Male,45-54,16560,622,2,North,9390872700
1008465,Sex Not Available,35-44,7140,874,3,south,6113658809
1008466,Male,45-54,7620,629,2,south,8886528806
1008467,Joint,35-44,4380,653,2,North,7629935200
1008468,Sex Not Available,45-54,9900,520,2,south,1493152019
1008469,Female,45-54,11640,782,1,North,4760979918
1008470,Male,25-34,4260,649,2,North,5393423464
1008471,Male,35-44,20700,893,3,North,2931404016
1008472,Joint,35-44,4920,870,3,south,1136301055
1008473,Female,65-74,4140,607,3,North,3887658542
1008474,Joint,35-44,6600,895,1,south,3994105846
1008475,Female,45-54,2520,784,1,North,9161644224
1008476,Female,45-54,9540,852,3,central,4889077980
1008477,Sex Not Available,35-44,4620,689,2,south,5855878843
1008478,Sex Not Available,55-64,4260,895,1,south,6043140435
1008479,Male,65-74,3060,890,1,North,1968464481
1008480,Sex Not Available,45-54,11700,896,3,south,4293446963
1008481,Sex Not Available,35-44,10200,696,2,south,6905810681
1008482,Sex Not Available,55-64,6360,771,1,south,3518729762
1008483,Male,55-64,,594,2,south,5943031387
1008484,Male,35-44,4440,779,3,south,2034435758
1008485,Sex Not Available,35-44,4680,782,2,south,8500912671
1008486,Female,45-54,8580,791,1,North,4432736657
1008487,Joint,45-54,15240,782,2,North,4724612195
1008488,Joint,35-44,4200,775,1,North,9172440744
1008489,Sex Not Available,35-44,14100,834,3,south,6322685474
1008490,Joint,>74,5580,698,2,south,9296093708
1008491,Male,55-64,7200,578,3,North,1510402546
1008492,Sex Not Available,>74,,770,2,south,7313953547
1008493,Male,55-64,2880,505,1,North,7414176083
1008494,Sex Not Available,45-54,7740,673,2,south,1347804178
1008495,Sex Not Available,65-74,9540,788,2,south,6892209430
1008496,Joint,>74,,568,2,North,2686209738
1008497,Joint,45-54,12900,851,1,south,9421450378
1008498,Joint,55-64,3360,712,2,North,7192487501
1008499,Female,25-34,1980,637,1,North,8799203870
1008500,Joint,45-54,3360,842,3,North,8021031124
1008501,Joint,45-54,9000,688,2,south,2068774957
1008502,Joint,45-54,10860,668,2,North,7527823467
1008503,Male,35-44,5820,700,2,south,3142014742
1008504,Female,65-74,3960,595,1,North,5799472579
1008505,Joint,45-54,9660,726,3,North,7299199529
1008506,Sex Not Available,45-54,4800,817,2,south,3129876685
1008507,Sex Not Available,65-74,4680,754,3,south,9669037769
1008508,Joint,65-74,21120,674,3,North,2401648150
1008509,Female,45-54,5760,699,1,North,4070303810
1008510,Male,>74,2580,896,2,central,5436113065
1008511,Female,55-64,2460,784,3,North,7135098258
1008512,Female,45-54,4500,672,2,south,3377400286
1008513,Male,45-54,3720,567,2,North,5300955540
1008514,Female,25-34,6120,639,3,south,6874113977
1008515,Sex Not Available,25-34,3360,739,3,south,8260298187
1008516,Female,25-34,8700,619,3,south,4546295838
1008517,Sex Not Available,>74,1680,575,2,south,5891714653
1008518,Male,55-64,6600,635,1,North,2906786461
1008519,Sex Not Available,65-74,2580,884,3,south,6676833025
1008520,Joint,45-54,8640,899,2,North,7342021115
1008521,Female,25-34,6480,826,1,North,4970992275
1008522,Sex Not Available,55-64,3300,853,3,south,2043014693
1008523,Male,65-74,1980,525,1,North,8974924066
1008524,Sex Not Available,65-74,4140,617,3,south,9076873507
1008525,Sex Not Available,25-34,9240,609,2,south,4725790364
1008526,Male,>74,5460,826,1,North,6441844389
1008527,Female,25-34,1680,552,1,North,5564024127
1008528,Male,45-54,,618,3,North,9695353317
1008529,Joint,25-34,7440,732,3,North,3967703638
1008530,Male,35-44,3480,535,1,North,3883186420
1008531,Female,55-64,2940,767,1,North,3544020781
1008532,Male,65-74,12360,797,1,North,8600594900
1008533,Male,55-64,11340,771,1,North,1807501981
1008534,Female,55-64,5040,886,2,North,3352734081
1008535,Joint,65-74,,679,3,North,6468041142
1008536,Male,55-64,,684,2,North,1832772968
1008537,Sex Not Available,35-44,6900,518,2,south,1827349472
1008538,Joint,45-54,7980,749,3,North,6957012249
1008539,Sex Not Available,35-44,5520,791,3,south,3544463634
1008540,Female,45-54,1980,776,1,North,5630032487
1008541,Male,35-44,7800,624,2,south,7239189884
1008542,Male,35-44,4140,807,2,south,3076816382
1008543,Male,45-54,6660,551,1,south,9971722478
1008544,Sex Not Available,65-74,4380,860,3,south,2133864952
1008545,Joint,55-64,9120,641,3,central,8305587712
1008546,Female,45-54,5520,567,1,central,3333584977
1008547,Joint,65-74,5760,852,2,North,7935081550
1008548,Sex Not Available,45-54,6840,782,2,south,5881747866
1008549,Joint,45-54,15960,534,3,south,4143685963
1008550,Female,>74,3600,550,2,south,9778510657
1008551,Sex Not Available,45-54,12780,755,3,south,4028316264
1008552,Female,35-44,6480,719,3,North,8310440136
1008553,Male,25-34,5220,880,2,central,6387519660
1008554,Male,25-34,8340,686,3,North,5057086980
1008555,Joint,55-64,29280,635,3,North,5485966429
1008556,Male,25-34,4560,603,1,North,1624335049
1008557,Female,>74,1740,706,3,North,9620914020
1008558,Sex Not Available,55-64,4980,761,3,south,7038304485
1008559,Sex Not Available,55-64,3840,560,1,south,8010179752
1008560,Joint,45-54,13680,607,3,North,8691080701
1008561,Joint,35-44,13320,765,2,south,6755803485
1008562,Female,35-44,12600,867,1,North,9545473155
1008563,Joint,45-54,9540,850,2,North,6806686762
1008564,Female,45-54,10920,585,2,North,8103381190
1008565,Sex Not Available,45-54,30000,898,2,south,3857361558
1008566,Sex Not Available,55-64,2640,564,2,south,2833128809
1008567,Sex Not Available,35-44,3000,515,1,south,7391903871
1008568,Joint,35-44,7020,646,1,North,6939384642
1008569,Female,65-74,3120,685,2,south,4503124602
1008570,Female,45-54,7860,619,2,North,9515336747
1008571,Joint,45-54,10260,626,1,south,5152310948
1008572,Joint,45-54,14400,519,3,North,3522724673
1008573,Sex Not Available,45-54,10680,788,2,south,8409088003
1008574,Joint,35-44,10140,654,1,North,3732380777
1008575,Male,35-44,10860,598,1,North,3485376210
1008576,Female,35-44,5400,504,2,North,5274779031
1008577,Joint,45-54,3900,628,3,North,6257185612
1008578,Male,55-64,4920,740,2,central,3495496664
1008579,Sex Not Available,65-74,6420,839,2,south,6705396871
1008580,Male,45-54,4680,766,1,south,8321034887
1008581,Male,45-54,4620,827,3,North,3100152822
1008582,Sex Not Available,35-44,12720,884,1,south,3489475657
1008583,Male,45-54,14160,676,1,North,8019326041
1008584,Male,45-54,7800,788,2,North,3412476847
1008585,Joint,25-34,9240,853,2,North,1162430198
1008586,Sex Not Available,,,848,2,south,5243456597
1008587,Male,45-54,8700,538,2,North,7410671690
1008588,Male,55-64,6480,720,2,North,3429807443
1008589,Sex Not Available,45-54,8040,600,2,south,5482112238
1008590,Joint,55-64,4140,784,3,North,2342015187
1008591,Male,65-74,2820,553,2,North,3612226162
1008592,Sex Not Available,55-64,2520,581,3,south,6802870799
1008593,Joint,65-74,8580,863,3,North,8819852106
1008594,Male,55-64,28200,805,1,North,1796708459
1008595,Female,65-74,2700,533,1,central,2865975499
1008596,Male,35-44,3180,654,3,North,1683540790
1008597,Male,35-44,7380,640,2,south,4999531139
1008598,Joint,55-64,24720,603,3,North,3863595936
1008599,Joint,55-64,3720,507,1,North,7068416078
1008600,Male,45-54,9600,691,1,south,3035010214
1008601,Joint,25-34,16200,811,2,North,9363259951
1008602,Male,55-64,3780,890,1,central,9813718067
1008603,Male,55-64,6060,752,3,North,2306304787
1008604,Sex Not Available,45-54,13560,635,2,south,7956775768
1008605,Joint,45-54,17880,706,1,south,6183631738
1008606,Sex Not Available,35-44,4500,589,2,south,8553830211
1008607,Female,35-44,6360,727,1,central,9402711204
1008608,Male,25-34,4560,676,3,North,3499643323
1008609,Joint,65-74,3240,605,1,south,4226229021
1008610,Female,35-44,7740,802,3,south,5986544519
1008611,Female,35-44,7440,592,2,North,8266055793
1008612,Male,35-44,4620,633,1,south,1585428636
1008613,Sex Not Available,45-54,5340,572,3,south,3589358881
1008614,Sex Not Available,55-64,,823,3,south,8896366980
1008615,Female,65-74,7860,816,1,south,8882357711
1008616,Joint,45-54,87720,832,3,North,2025275847
1008617,Female,25-34,5520,836,3,south,2954990606
1008618,Male,35-44,8940,725,2,North,1689966534
1008619,Female,55-64,3180,884,1,North,8723440828
1008620,Sex Not Available,35-44,9240,618,1,south,5838820224
1008621,Sex Not Available,35-44,4080,698,2,south,3650039500
1008622,Sex Not Available,55-64,5640,888,2,south,7413335026
1008623,Female,35-44,5820,761,3,central,5322367345
1008624,Joint,35-44,5940,776,2,North,9749017580
1008625,Joint,25-34,5820,795,2,North,8258846956
1008626,Male,65-74,7740,555,3,North,3018606580
1008627,Male,55-64,11220,800,3,North,4159860961
1008628,Sex Not Available,45-54,6540,878,1,south,5131662055
1008629,Sex Not Available,25-34,1440,861,2,south,5547222313
1008630,Sex Not Available,65-74,1620,649,3,south,2095871051
1008631,Sex Not Available,35-44,10680,507,2,south,3543317146
1008632,Joint,35-44,18180,739,1,North,4430837446
